Main Category	Sub-Category	Hierarchy Path	Component Role	Constraint Text	Subcategory Min Qty	Subcategory Max Qty	Table Rule/Note	Product #	Option Type	Description	Current Qty	Unit Price (USD)	Price Delta (USD)	Extended Price (USD)	Price per GB (USD)	HPE Recommended	Start Date	Discontinued Date	Diff Status	Previous List Price (USD)	Price Change (USD)	Price Change (%)	Price History Trail
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P26262-B21	Standard	Broadcom BCM57414 Ethernet 10/25Gb 2-port SFP28 Adapter for HPE	0	1184.00		NA		No	10/05/2020	12/31/2028	UNCHANGED	1184.00	$0.00	0.00%	2026-08-22: $1184.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P42044-B21	Standard	Mellanox MCX631102AS-ADAT Ethernet 10/25Gb 2-port SFP28 Adapter for HPE	0	1500.00		NA		No	02/07/2022	12/31/2028	UNCHANGED	1500.00	$0.00	0.00%	2026-08-22: $1500.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P51178-B21	Standard	Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T Adapter for HPE	0	485.00		NA		No	06/06/2022	12/31/2028	UNCHANGED	485.00	$0.00	0.00%	2026-08-22: $485.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P21112-B21	Standard	Intel E810-CQDA2 Ethernet 100Gb 2-port QSFP28 Adapter for HPE	0	3600.00		NA		No	04/06/2021	12/31/2028	UNCHANGED	3600.00	$0.00	0.00%	2026-08-22: $3600.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P08458-B21	Standard	Intel E810-XXVDA4 Ethernet 10/25Gb 4-port SFP28 Adapter for HPE	0	3770.00		NA		No	04/06/2021	12/31/2028	UNCHANGED	3770.00	$0.00	0.00%	2026-08-22: $3770.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P21109-B21	Standard	Xilinx X2522-25G-PLUS Ethernet 10/25Gb 2-port SFP28 Adapter for HPE	0	8495.00		NA		No	12/16/2019	04/30/2027	UNCHANGED	8495.00	$0.00	0.00%	2026-08-22: $8495.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P26264-B21	Standard	Broadcom BCM57504 Ethernet 10/25Gb 4-port SFP28 Adapter for HPE	0	2598.00		NA		No	09/06/2022	12/31/2028	UNCHANGED	2598.00	$0.00	0.00%	2026-08-22: $2598.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P73111-B21	Standard	Broadcom BCM57608 Ethernet 100Gb 2-port QSFP112 Adapter for HPE	0	4855.00		NA		No	03/03/2025	12/31/2028	UNCHANGED	4855.00	$0.00	0.00%	2026-08-22: $4855.00 → 2026-08-24: (no price)
Drive Enclosures / Drives	Solid State Drives (NVMe/SAS/SATA)	HPE OCA > DL380 Gen12 SFF > Drive Enclosures / Drives > Solid State Drives (NVMe/SAS/SATA)	Option Component	max 24	0	24	Selection constraint for Solid State Drives (NVMe/SAS/SATA): max 24	P87940-B21	Standard	AMD Solarflare X4522-PLUS 10/25GbE 2-port SFP56 Adapter for HPE	0	11755.00		NA		No	05/04/2026	09/30/2029	UNCHANGED	11755.00	$0.00	0.00%	2026-08-22: $11755.00 → 2026-08-24: (no price)
Networking	PCIe Networking Adapters	HPE OCA > DL380 Gen12 SFF > Networking > PCIe Networking Adapters	Option Component	max 8	0	8	Selection constraint for PCIe Networking Adapters: max 8	S4T09A	Service	HPE SN1720E 64Gb 2p FC SecureHBA	0	9999.00		NA		No	02/24/2025	12/31/2029	UNCHANGED	9999.00	$0.00	0.00%	2026-08-22: $9999.00 → 2026-08-24: (no price)
Networking	PCIe Networking Adapters	HPE OCA > DL380 Gen12 SFF > Networking > PCIe Networking Adapters	Option Component	max 8	0	8	Selection constraint for PCIe Networking Adapters: max 8	S4S01A	Service	HPE SN1620E 32Gb 2p FC SecureHBA	0	5499.00		NA		No	02/24/2025	12/31/2029	UNCHANGED	5499.00	$0.00	0.00%	2026-08-22: $5499.00 → 2026-08-24: (no price)
Networking	PCIe Networking Adapters	HPE OCA > DL380 Gen12 SFF > Networking > PCIe Networking Adapters	Option Component	max 8	0	8	Selection constraint for PCIe Networking Adapters: max 8	R2E08A	Service	HPE SN1610Q 32Gb 1-port Fibre Channel Host Bus Adapter	0	4675.00		NA		No	10/07/2019	10/31/2028	UNCHANGED	4675.00	$0.00	0.00%	2026-08-22: $4675.00 → 2026-08-24: (no price)
Networking	PCIe Networking Adapters	HPE OCA > DL380 Gen12 SFF > Networking > PCIe Networking Adapters	Option Component	max 8	0	8	Selection constraint for PCIe Networking Adapters: max 8	R2E09A	Service	HPE SN1610Q 32Gb 2-port Fibre Channel Host Bus Adapter	0	7410.00		NA		No	10/07/2019	10/31/2028	UNCHANGED	7410.00	$0.00	0.00%	2026-08-22: $7410.00 → 2026-08-24: (no price)
Networking	PCIe Networking Adapters	HPE OCA > DL380 Gen12 SFF > Networking > PCIe Networking Adapters	Option Component	max 8	0	8	Selection constraint for PCIe Networking Adapters: max 8	R7N86A	Service	HPE SN1700Q 64Gb 1-port Fibre Channel Host Bus Adapter	0	9688.00		NA		No	02/06/2023	10/31/2028	UNCHANGED	9688.00	$0.00	0.00%	2026-08-22: $9688.00 → 2026-08-24: (no price)
Networking	PCIe Networking Adapters	HPE OCA > DL380 Gen12 SFF > Networking > PCIe Networking Adapters	Option Component	max 8	0	8	Selection constraint for PCIe Networking Adapters: max 8	R7N87A	Service	HPE SN1700Q 64Gb 2-port Fibre Channel Host Bus Adapter	0	12800.00		NA		No	02/06/2023	10/31/2028	UNCHANGED	12800.00	$0.00	0.00%	2026-08-22: $12800.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	Selection constraint for System Options: optional	S2L70C	Service	NVIDIA L40S 48GB PCIe Accelerator	0	25844.00		NA		No	11/06/2023	04/30/2027	UNCHANGED	25844.00	$0.00	0.00%	2026-08-22: $25844.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	Selection constraint for System Options: optional	S0K89C	Service	NVIDIA L4 24GB PCIe Accelerator for HPE	0	7566.00		NA		No	04/03/2023	04/30/2028	UNCHANGED	7566.00	$0.00	0.00%	2026-08-22: $7566.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	Selection constraint for System Options: optional	S5T74C	Service	NVIDIA RTX A1000 8GB PCIe Accelerator for HPE	0	1334.00		NA		No	09/02/2025	05/31/2028	UNCHANGED	1334.00	$0.00	0.00%	2026-08-22: $1334.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	Selection constraint for System Options: optional	S6W30C	Service	NVIDIA RTX PRO 4500 Blackwell Server Edition 32GB PCIe Accelerator for HPE	0	15799.00		NA		No	03/16/2026	12/31/2028	UNCHANGED	15799.00	$0.00	0.00%	2026-08-22: $15799.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	RTX Pro 6000/ RTX Pro 6000D/ H200 NVL GPU and 30C Ambient Temperature cannot be selected together.	S3U30C	Service	NVIDIA H200 NVL 141GB PCIe Accelerator for HPE	0	112579.00		NA		No	02/03/2025	12/31/2027	UNCHANGED	112579.00	$0.00	0.00%	2026-08-22: $112579.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	RTX Pro 6000/ RTX Pro 6000D/ H200 NVL GPU and 30C Ambient Temperature cannot be selected together.	S6A73C	Service	NVIDIA RTX PRO 6000 Blackwell Server Edition 96GB PCIe Accelerator for HPE	0	46479.00		NA		No	07/07/2025	12/31/2028	UNCHANGED	46479.00	$0.00	0.00%	2026-08-22: $46479.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	RTX Pro 6000/ RTX Pro 6000D/ H200 NVL GPU and 30C Ambient Temperature cannot be selected together.	S6W21C	Service	NVIDIA RTX PRO 6000D 84GB PCIe Accelerator for HPE	0	37899.00		NA		No	03/02/2026	12/31/2028	UNCHANGED	37899.00	$0.00	0.00%	2026-08-22: $37899.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF557A	Standard	HPE C13 - GB-1002 CN 250V 10Amp 1.83m Power Cord	0	156.00		NA		No	05/29/2006	10/31/2031	UNCHANGED	156.00	$0.00	0.00%	2026-08-22: $156.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF570A	Standard	HPE C13 - BS-1363A UK/HK/SG 250V 10Amp 1.83m Power Cord	0	55.00		NA		No	04/06/2011	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	P78156-B21	Standard	HPE C13 - C14 250V 10Amp 3m FIO Power Cord	0	14.00		NA		No	02/03/2025	07/31/2028	UNCHANGED	14.00	$0.00	0.00%	2026-08-22: $14.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF556A	Standard	HPE C13 - Nema 5-15P US/CA 110V 10Amp 1.83m Power Cord	0	55.00		NA		No	03/26/2007	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF558A	Standard	HPE C13 - IRAM -2073 AR 250V 10A 2.5m Power Cord	0	65.00		NA		No	05/29/2006	09/30/2028	UNCHANGED	65.00	$0.00	0.00%	2026-08-22: $65.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF559A	Standard	HPE C13 - Nema 5-15P TH/PH 250V 10Amp 1.83m Power Cord	0	55.00		NA		No	05/29/2006	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF560A	Standard	HPE C13 - KSC- 8305 KR 250V 10Amp 1.83m Power Cord	0	55.00		NA		No	05/29/2006	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF561A	Standard	HPE C13 - CNS-690 TW 110V 13Amp 1.83m Power Cord	0	55.00		NA		No	05/29/2006	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF562A	Standard	HPE C13 - IS-1293 IN 240V 6Amp LV 2.0m Power Cord	0	194.00		NA		No	05/29/2006	10/31/2031	UNCHANGED	194.00	$0.00	0.00%	2026-08-22: $194.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF564A	Standard	HPE C13 - SI-32 IL 250V 10Amp 1.83m Power Cord	0	55.00		NA		No	12/15/2006	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF565A	Standard	HPE C13 - SEV 1011 CH 250V 10Amp 1.83m Power Cord	0	55.00		NA		No	12/15/2006	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF566A	Standard	HPE C13 - DK-2.5A DK 250V 10Amp 1.83m Power Cord	0	55.00		NA		No	11/13/2006	09/30/2028	UNCHANGED	55.00	$0.00	0.00%	2026-08-22: $55.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF567A	Standard	HPE C13 - SABS-164 ZA 250V 10Amp 2.5m Power Cord	0	65.00		NA		No	11/13/2006	09/30/2028	UNCHANGED	65.00	$0.00	0.00%	2026-08-22: $65.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF568A	Standard	HPE C13 - CEE-VII EU 250V 10Amp 1.83m Power Cord	0	71.00		NA		No	11/13/2006	10/31/2031	UNCHANGED	71.00	$0.00	0.00%	2026-08-22: $71.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF569A	Standard	HPE C13 - AS3112-3 AU 250V 10Amp 2.5m Power Cord	0	65.00		NA		No	11/13/2006	09/30/2028	UNCHANGED	65.00	$0.00	0.00%	2026-08-22: $65.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF572A	Standard	HPE C13 - JIS C8303 JP 100V 12Amp 2.0m Power Cord	0	60.00		NA		No	04/06/2011	09/30/2028	UNCHANGED	60.00	$0.00	0.00%	2026-08-22: $60.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF573A	Standard	HPE C13 - C14 WW 250V 10Amp Flint Gray 2.0m Jumper Cord	0	38.00		NA		No	07/09/2007	09/30/2031	UNCHANGED	38.00	$0.00	0.00%	2026-08-22: $38.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	AF591A	Standard	HPE C13 - NBR-14136 BR 250V 10Amp 1.83m Power Cord	0	49.00		NA		No	07/14/2008	10/31/2031	UNCHANGED	49.00	$0.00	0.00%	2026-08-22: $49.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	P78130-B21	Standard	HPE C13 - NEMA 5-15P 125V 10Amp 1.83m FIO Power Cord	0	10.00		NA		No	02/03/2025	07/31/2028	UNCHANGED	10.00	$0.00	0.00%	2026-08-22: $10.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	P78131-B21	Standard	HPE C13 - GB1002 250V 10Amp 1.83m FIO Power Cord	0	10.00		NA		No	02/03/2025	07/31/2028	UNCHANGED	10.00	$0.00	0.00%	2026-08-22: $10.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	P78144-B21	Standard	HPE C13 - JIS C8303 100V 12Amp 2m FIO Power Cord	0	46.00		NA		No	02/03/2025	07/31/2028	UNCHANGED	46.00	$0.00	0.00%	2026-08-22: $46.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	P78147-B21	Standard	HPE C13 - C14 250V 10Amp 2m IN FIO Power Cord	0	77.00		NA		No	02/03/2025	07/31/2028	UNCHANGED	77.00	$0.00	0.00%	2026-08-22: $77.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	P78940-B21	Standard	HPE C13 - C14 250V 10Amp 3m IN FIO Power Cord	0	130.00		NA		No	02/03/2025	07/31/2028	UNCHANGED	130.00	$0.00	0.00%	2026-08-22: $130.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	P78941-B21	Standard	HPE C13 - C14 250V 10Amp 0.7m IN FIO Power Cord	0	110.00		NA		No	02/03/2025	07/31/2028	UNCHANGED	110.00	$0.00	0.00%	2026-08-22: $110.00 → 2026-08-24: (no price)
Cables & Enablement Kits	Power Cords & Jumper Cables	HPE OCA > DL380 Gen12 SFF > Cables & Enablement Kits > Power Cords & Jumper Cables	Option Component		0		Max quantity of product limited by space available.	R1C65A	Service	HPE C13-C14 IN 250V 10Amp 2m Black Jumper Cord	0	119.00		NA		No	12/03/2018	10/31/2031	UNCHANGED	119.00	$0.00	0.00%	2026-08-22: $119.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	Not Supported ProStack Server Software	S7J52A	Service	HPE Morpheus VM Essentials Software for ProLiant Compute Gen12 FIO SW	0	1.00		NA		No	04/06/2026	05/31/2031	UNCHANGED	1.00	$0.00	0.00%	2026-08-22: $1.00 → 2026-08-24: (no price)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	Selection constraint for System Options: optional	S3R04AAE	Service	HPE Machine Learning Inference Software Base 1-year E-RTU	0	8316.00		NA		No	06/18/2024	07/31/2027	UNCHANGED	8316.00	$0.00	0.00%	2026-08-22: $8316.00 → 2026-08-24: $6182024.00 (▲)
Accessories & Infrastructure	System Options	HPE OCA > DL380 Gen12 SFF > Accessories & Infrastructure > System Options	Option Component	Optional	0	Optional	Selection constraint for System Options: optional	S3R05AAE	Service	HPE Machine Learning Inference Software Performance 1-year E-RTU	0	2078.00		NA		No	06/18/2024	07/31/2027	UNCHANGED	2078.00	$0.00	0.00%	2026-08-22: $2078.00 → 2026-08-24: $6182024.00 (▲)
