Main Category	Sub-Category	Hierarchy Path	Component Role	Constraint Text	Subcategory Min Qty	Subcategory Max Qty	Table Rule/Note	Product #	Option Type	Description	Current Qty	Unit Price (USD)	Price Delta (USD)	Extended Price (USD)	Price per GB (USD)	HPE Recommended	Availability	Lead Time	Lead Time Source	Lifecycle Status	Start Date	Discontinued Date	Vendor Attributes (JSON)	Diff Status	Previous List Price (USD)	Price Change (USD)	Price Change (%)	Price History Trail
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46217-B21	Standard	Microsoft Windows Server 2022 10 Users CAL en/cs/de/es/fr/it/nl/pl/pt/ru/sv/ko/ja/xc LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46216-B21	Standard	Microsoft Windows Server 2022 5 Devices CAL en/cs/de/es/fr/it/nl/pl/pt/ru/sv/ko/ja/xc LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46215-AA1	Standard	Microsoft Windows Server 2022 5 Users CAL Chinese Simplified LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46215-AB1	Standard	Microsoft Windows Server 2022 5 Users CAL Chinese Traditional LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46215-B21	Standard	Microsoft Windows Server 2022 5 Users CAL en/cs/de/es/fr/it/nl/pl/pt/ru/sv/ko/ja/xc LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46220-B21	Standard	Microsoft Windows Server 2022 50 Devices CAL en/cs/de/es/fr/it/nl/pl/pt/ru/sv/ko/ja/xc LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46219-B21	Standard	Microsoft Windows Server 2022 50 Users CAL en/cs/de/es/fr/it/nl/pl/pt/ru/sv/ko/ja/xc LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46222-B21	Standard	Microsoft Windows Server 2022 RDS 5 Devices CAL en/cs/de/es/fr/it/nl/pl/pt/ru/sv/ko/ja/xc LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46221-B21	Standard	Microsoft Windows Server 2022 RDS 5 Users CAL en/cs/de/es/fr/it/nl/pl/pt/ru/sv/ko/ja/xc LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	11/01/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77111-B21	Standard	Microsoft Windows Server 2025 1 Device CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77110-AA1	Standard	Microsoft Windows Server 2025 1 User CAL Chinese Simplified LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77110-B21	Standard	Microsoft Windows Server 2025 1 User CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77115-B21	Standard	Microsoft Windows Server 2025 10 Devices CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77114-B21	Standard	Microsoft Windows Server 2025 10 Users CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77113-B21	Standard	Microsoft Windows Server 2025 5 Devices CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77112-AA1	Standard	Microsoft Windows Server 2025 5 Users CAL Chinese Simplified LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77112-AB1	Standard	Microsoft Windows Server 2025 5 Users CAL Chinese Traditional LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77112-B21	Standard	Microsoft Windows Server 2025 5 Users CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77117-B21	Standard	Microsoft Windows Server 2025 50 Devices CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77116-B21	Standard	Microsoft Windows Server 2025 50 Users CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77119-B21	Standard	Microsoft Windows Server 2025 Remote Desktop Service 1 Device CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77118-B21	Standard	Microsoft Windows Server 2025 Remote Desktop Service 1 User CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77121-B21	Standard	Microsoft Windows Server 2025 Remote Desktop Service 5 Devices CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77120-B21	Standard	Microsoft Windows Server 2025 Remote Desktop Service 5 Users CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77123-B21	Standard	Microsoft Windows Server 2025 Remote Desktop Service 50 Devices CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77122-B21	Standard	Microsoft Windows Server 2025 Remote Desktop Service 50 Users CAL WW LTU	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P45916-291	Standard	Microsoft Windows Server 2022 16-core Datacenter FIO Not Pre-installed Japanese SW	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	12/06/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P45916-B21	Standard	Microsoft Windows Server 2022 16-core Datacenter FIO Not Pre-installed en/fr/it/de/es/nl/pt SW	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	12/06/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46005-291	Standard	Microsoft Windows Server 2022 16-core Standard FIO Not Pre-installed Japanese SW	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	12/06/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P46005-B21	Standard	Microsoft Windows Server 2022 16-core Standard FIO Not Pre-installed en/fr/it/de/es/nl/pt SW	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	12/06/2021	05/31/2025	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S6L28B	Service	Microsoft Windows Server 2025 10-core Essentials FIO Not Pre-installed WW ESD LTU	0	0		0		No	Available		Not published by OCA	Active	09/02/2025	11/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77097-291	Standard	Microsoft Windows Server 2025 16-core Datacenter FIO Not Pre-installed Japanese SW	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	01/31/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77097-B21	Standard	Microsoft Windows Server 2025 16-core Datacenter FIO Not Pre-installed en/fr/de/es/it/pt/nl SW	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	01/31/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77095-291	Standard	Microsoft Windows Server 2025 16-core Standard FIO Not Pre-installed Japanese SW	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	01/31/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	P77095-B21	Standard	Microsoft Windows Server 2025 16-core Standard FIO Not Pre-installed en/fr/de/es/it/pt/nl SW	0	0		0		No	Available		Not published by OCA	Active	12/02/2024	01/31/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	M6K34AAE	Service	SUSE Linux Enterprise High Availability Extension 1-2 Sockets 3 Year Subscription E-LTU	0	0		0		No	Available		Not published by OCA	Active	06/01/2015	09/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	M6K34A	Standard	SUSE Linux Enterprise High Availability Extension 1-2 Sockets 3 Year Subscription Flx LTU	0	0		0		No	Available		Not published by OCA	Active	06/01/2015	09/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S0E93AAE	Service	SUSE Linux Enterprise Micro 1-16 Cores 1-year Subscription 24x7 Support E-LTU	0	0		0		No	Available		Not published by OCA	Active	10/03/2022	09/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S0E94AAE	Service	SUSE Linux Enterprise Micro 1-16 Cores 3-year Subscription 24x7 Support E-LTU	0	0		0		No	Available		Not published by OCA	Active	10/03/2022	09/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S0E95AAE	Service	SUSE Linux Enterprise Micro 1-16 Cores 5-year Subscription 24x7 Support E-LTU	0	0		0		No	Available		Not published by OCA	Active	10/03/2022	09/30/2027	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S7N98AAE	Service	SUSE Linux Enterprise Server 1 VM 1-year Subscription 24x7 Support E-LTU	0	0		0		No	Available		Not published by OCA	Active	03/02/2026	04/30/2028	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S7N99AAE	Service	SUSE Linux Enterprise Server 1 VM 3-year Subscription 24x7 Support E-LTU	0	0		0		No	Available		Not published by OCA	Active	03/02/2026	04/30/2028	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S7P00AAE	Service	SUSE Linux Enterprise Server 1 VM 5-year Subscription 24x7 Support E-LTU	0	0		0		No	Available		Not published by OCA	Active	03/02/2026	04/30/2028	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
Support Services	Server Management & Operating System Licenses	HPE OCA > SY480 Gen12 [P68217-B21] > Support Services > Server Management & Operating System Licenses	Service & Support	max 1	0	1	Selection constraint for Server Management & Operating System Licenses: max 1	S3R58AAE	Service	SUSE Linux Enterprise Server 1 Virtual Machine 1-year 24x7 E-LTU	0	0		0		No	Obsolete (OB)		Not published by OCA	Obsolete (OB)	05/06/2024	03/02/2026	{"Extended Price (USD)":"0"}	BASELINE	N/A	$0.00	0.00%	2026-09-11: (no price)
