Main Category,Sub-Category,Hierarchy Path,Component Role,Constraint Text,Subcategory Min Qty,Subcategory Max Qty,Table Rule/Note,Product #,Option Type,Description,Current Qty,Unit Price (USD),Price Delta (USD),Extended Price (USD),Price per GB (USD),HPE Recommended,Availability,Lead Time,Lead Time Source,Lifecycle Status,Start Date,Discontinued Date,Vendor Attributes (JSON),Diff Status,Previous List Price (USD),Price Change (USD),Price Change (%),Price History Trail
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P71859-B21,Standard,AMD EPYC 8024PN 2.05GHz 8-core 80W Processor for HPE,0,"$1,433.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$1,433.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P71862-B21,Standard,AMD EPYC 8124PN 2.0GHz 16-core 100W Processor for HPE,0,"$2,157.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$2,157.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P71871-B21,Standard,AMD EPYC 8434PN 2.0GHz 48-core 155W Processor for HPE,0,"$8,600.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$8,600.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P71874-B21,Standard,AMD EPYC 8534PN 2.0GHz 64-core 175W Processor for HPE,0,"$10,617.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$10,617.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P88840-B21,Standard,AMD EPYC 8635P 1.6GHz 84-core 225W Processor for HPE,0,"$14,189.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,05/19/2026,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$14,189.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P88842-B21,Standard,AMD EPYC 8535P 2.0GHz 64-core 210W Processor for HPE,0,"$11,873.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,05/19/2026,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$11,873.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P88850-B21,Standard,AMD EPYC 8125P 2.65GHz 16-core 125W Processor for HPE,0,"$2,280.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,05/19/2026,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$2,280.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P69258-B21,Standard,AMD EPYC 8024P 2.4GHz 8-core 90W Processor for HPE,0,"$1,160.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$1,160.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P69260-B21,Standard,AMD EPYC 8224P 2.55GHz 24-core 160W Processor for HPE,1,"$2,645.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$2,645.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P69261-B21,Standard,AMD EPYC 8324P 2.65GHz 32-core 180W Processor for HPE,0,"$5,173.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$5,173.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P71865-B21,Standard,AMD EPYC 8224PN 2.0GHz 24-core 120W Processor for HPE,0,"$2,958.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$2,958.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P71868-B21,Standard,AMD EPYC 8324PN 2.05GHz 32-core 130W Processor for HPE,0,"$5,801.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$5,801.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P88844-B21,Standard,AMD EPYC 8435P 2.45GHz 48-core 200W Processor for HPE,0,"$8,991.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,05/19/2026,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$8,991.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P88846-B21,Standard,AMD EPYC 8325P 2.7GHz 32-core 175W Processor for HPE,0,"$6,636.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,05/19/2026,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$6,636.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P88848-B21,Standard,AMD EPYC 8225P 2.95GHz 24-core 160W Processor for HPE,0,"$3,262.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,05/19/2026,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$3,262.00",$0.00,$0.00,"$2,026.00"
Processor,Processors,HPE OCA > DL145 Gen11 > Processor > Processors,Processor,"min 1, max 1",1,1,Selection constraint for Processors: max 1,P88852-B21,Standard,AMD EPYC 8025P 2.9GHz 8-core 95W Processor for HPE,0,"$1,563.00",$0.00,$0.00,,No,Available,,Not published by OCA,Active,05/19/2026,06/30/2028,"{""Price Delta (USD)"":""0"",""Extended Price (USD)"":""0""}",UNCHANGED,"$1,563.00",$0.00,$0.00,"$2,026.00"
Cooling / Thermal,Heatsink Kit,HPE OCA > DL145 Gen11 > Cooling / Thermal > Heatsink Kit,Cooling / Thermal,max 1,0,1,Selection constraint for Heatsink Kit: max 1,P72580-B21,Standard,HPE ProLiant DL145 Gen11 1U Heat Sink Kit,0,$202.00,,$0.00,,No,Available,,Not published by OCA,Active,04/07/2025,06/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,$202.00,$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,Selection constraint for Memory: max 6,P50311-F21,Standard,HPE 32GB (1x32GB) Dual Rank x8 DDR5-4800 CAS-40-39-39 EC8 Registered Smart FIO Memory Kit,1,"$13,909.00",,$0.00,,No,Available,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$13,909.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P50312-F21,Standard,HPE 64GB (1x64GB) Dual Rank x4 DDR5-4800 CAS-40-39-39 EC8 Registered Smart FIO Memory Kit,0,"$28,532.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$28,532.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P64986-F21,Standard,HPE 64GB (1x64GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,0,"$28,532.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$28,532.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P50309-F21,Standard,HPE 16GB (1x16GB) Single Rank x8 DDR5-4800 CAS-40-39-39 EC8 Registered Smart FIO Memory Kit,0,"$7,439.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$7,439.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P64985-F21,Standard,HPE 32GB (1x32GB) Dual Rank x8 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,0,"$13,909.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$13,909.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P64987-F21,Standard,HPE 96GB (1x96GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,0,"$47,056.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$47,056.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P64988-F21,Standard,HPE 128GB (1x128GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,0,"$60,190.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$60,190.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P66676-F21,Standard,HPE 96GB (1x96GB) Dual Rank x4 DDR5-4800 CAS-46-45-45 EC8 Registered Smart FIO Memory Kit,0,"$47,056.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$47,056.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,"All DIMMs selected in a server configuration must be of the same part number, capacity size, rank etc.",P69982-F21,Standard,HPE 128GB (1x128GB) Dual Rank x4 DDR5-4800 CAS-46-45-45 EC8 Registered Smart FIO Memory Kit,0,"$60,190.00",,$0.00,,No,Not published by OCA,,Not published by OCA,Active,04/06/2026,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$60,190.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P50309-B21,Standard,HPE 16GB (1x16GB) Single Rank x8 DDR5-4800 CAS-40-39-39 EC8 Registered Smart Memory Kit,0,"$7,439.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,11/10/2022,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$7,439.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P50311-B21,Standard,HPE 32GB (1x32GB) Dual Rank x8 DDR5-4800 CAS-40-39-39 EC8 Registered Smart Memory Kit,0,"$13,909.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,11/10/2022,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$13,909.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P50312-B21,Standard,HPE 64GB (1x64GB) Dual Rank x4 DDR5-4800 CAS-40-39-39 EC8 Registered Smart Memory Kit,0,"$28,532.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,11/10/2022,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$28,532.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P64984-B21,Standard,HPE 16GB (1x16GB) Single Rank x8 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$7,439.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,09/03/2024,11/30/2027,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$7,439.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P64984-F21,Standard,HPE 16GB (1x16GB) Single Rank x8 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,0,"$7,439.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,04/06/2026,11/30/2027,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$7,439.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P64985-B21,Standard,HPE 32GB (1x32GB) Dual Rank x8 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$13,909.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,09/03/2024,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$13,909.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P64986-B21,Standard,HPE 64GB (1x64GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$28,532.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,09/03/2024,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$28,532.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P64987-B21,Standard,HPE 96GB (1x96GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$47,056.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,09/03/2024,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$47,056.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P64988-B21,Standard,HPE 128GB (1x128GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$60,190.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,09/03/2024,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$60,190.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P66676-B21,Standard,HPE 96GB (1x96GB) Dual Rank x4 DDR5-4800 CAS-46-45-45 EC8 Registered Smart Memory Kit,0,"$47,056.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,09/05/2023,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$47,056.00",$0.00,$0.00,"$2,026.00"
Memory,Memory,HPE OCA > DL145 Gen11 > Memory > Memory,Memory,max 6,0,6,These products are hidden due to Supply constraints,P69982-B21,Standard,HPE 128GB (1x128GB) Dual Rank x4 DDR5-4800 CAS-40-39-39 EC8 Registered Smart Memory Kit,0,"$60,190.00",,$0.00,,No,These products are hidden due to Supply constraints,,Not published by OCA,Active,05/06/2024,11/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$60,190.00",$0.00,$0.00,"$2,026.00"
Storage Controllers,SAS Controller,HPE OCA > DL145 Gen11 > Storage Controllers > SAS Controller,Storage Controller,max 2,0,2,Selection constraint for SAS Controller: max 2,P47777-B21,Standard,HPE MR416i-p Gen11 x16 Lanes 8GB Cache PCI SPDM Plug-in Storage Controller,0,"$5,999.00",,$0.00,,No,Available,,Not published by OCA,Active,11/10/2022,04/30/2029,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$5,999.00",$0.00,$0.00,"$2,026.00"
Storage Controllers,SAS Controller,HPE OCA > DL145 Gen11 > Storage Controllers > SAS Controller,Storage Controller,max 2,0,2,Selection constraint for SAS Controller: max 2,P47785-B21,Standard,HPE MR216i-p Gen11 x16 Lanes without Cache PCI SPDM Plug-in Storage Controller,0,"$3,499.00",,$0.00,,No,Available,,Not published by OCA,Active,11/10/2022,04/30/2029,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$3,499.00",$0.00,$0.00,"$2,026.00"
Storage Controllers,SAS Controller,HPE OCA > DL145 Gen11 > Storage Controllers > SAS Controller,Storage Controller,max 2,0,2,Selection constraint for SAS Controller: max 2,804398-B21,Standard,HPE Smart Array E208e-p SR Gen10 (8 External Lanes/No Cache) 12G SAS PCIe Plug-in Controller,0,"$1,775.00",,$0.00,,No,Available,,Not published by OCA,Active,07/11/2017,04/30/2029,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$1,775.00",$0.00,$0.00,"$2,026.00"
Storage Controllers,SAS Controller,HPE OCA > DL145 Gen11 > Storage Controllers > SAS Controller,Storage Controller,max 2,0,2,Selection constraint for SAS Controller: max 2,P58335-B21,Standard,HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller,0,"$4,599.00",,$0.00,,No,Available,,Not published by OCA,Active,11/10/2022,04/30/2029,"{""Extended Price (USD)"":""0""}",UNCHANGED,"$4,599.00",$0.00,$0.00,"$2,026.00"
Cables & Enablement Kits,Smart Storage Batteries,HPE OCA > DL145 Gen11 > Cables & Enablement Kits > Smart Storage Batteries,Cable Kit,max 1,0,1,Selection constraint for Smart Storage Batteries: max 1,P01366-B21,Standard,HPE 96W Smart Storage Lithium-ion Battery with 145mm Cable Kit,0,$110.00,,$0.00,,No,Available,,Not published by OCA,Active,12/18/2017,04/30/2029,"{""Extended Price (USD)"":""0""}",UNCHANGED,$110.00,$0.00,$0.00,"$2,026.00"
Cables & Enablement Kits,Smart Storage Batteries,HPE OCA > DL145 Gen11 > Cables & Enablement Kits > Smart Storage Batteries,Cable Kit,max 1,0,1,Selection constraint for Smart Storage Batteries: max 1,P02377-B21,Standard,HPE Smart Storage Hybrid Capacitor with 145mm Cable Kit,0,$397.00,,$0.00,,No,Available,,Not published by OCA,Active,04/02/2019,06/30/2027,"{""Extended Price (USD)"":""0""}",UNCHANGED,$397.00,$0.00,$0.00,"$2,026.00"
Cables & Enablement Kits,Smart Storage Batteries,HPE OCA > DL145 Gen11 > Cables & Enablement Kits > Smart Storage Batteries,Cable Kit,max 1,0,1,Selection constraint for Smart Storage Batteries: max 1,P65038-B21,Standard,HPE 16W Smart Hybrid Capacitor with 145mm Cable,0,$397.00,,$0.00,,No,Available,,Not published by OCA,Active,12/01/2025,06/30/2029,"{""Extended Price (USD)"":""0""}",UNCHANGED,$397.00,$0.00,$0.00,"$2,026.00"
Storage Controllers,Storage Controller Cables,HPE OCA > DL145 Gen11 > Storage Controllers > Storage Controller Cables,Cable Kit,max 1,0,1,Selection constraint for Storage Controller Cables: max 1,P72000-B21,Standard,HPE ProLiant DL145 Gen11 MR216i-p 2SFF Storage Controller Cable Kit,0,$57.00,,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,$57.00,$0.00,$0.00,"$2,026.00"
Storage Controllers,Storage Controller Cables,HPE OCA > DL145 Gen11 > Storage Controllers > Storage Controller Cables,Cable Kit,max 1,0,1,Selection constraint for Storage Controller Cables: max 1,P72002-B21,Standard,HPE ProLiant DL145 Gen11 MR408i-o 4EDSFF Storage Controller Cable Kit,0,$69.00,,$0.00,,No,Available,,Not published by OCA,Active,09/03/2024,06/30/2028,"{""Extended Price (USD)"":""0""}",UNCHANGED,$69.00,$0.00,$0.00,"$2,026.00"
